Rank,Link,Title,Score,Description,Year Premiered,Episodes,Popularity,Genre,Status,Source,Rating,Aired,neg,neu,pos,compound
276.0,https://myanimelist.net/anime/57/Beck,Beck,8.29,"Fourteen-year-old Yukio ""Koyuki"" Tanaka is a dispirited young boy with no goals in life. However, this all changes when Koyuki saves a strange-looking dog named Beck from being harassed by a group of local kids. The dog's owner, 16-year-old Ryuusuke ""Ray"" Minami, is an emerging guitarist and the former member of a popular rock band.After Koyuki meets Ray again in a diner, the older boy leads him to his former band's meeting place and dazzles Koyuki with his amazing guitar skills. Slowly becoming interested in the glamour of western rock culture, Koyuki decides to start playing the guitar while helping Ray achieve his dream of leading the ultimate rock band. Together with Ray's younger sister Maho and a few other members, the two boys launch their career into the world of rock by forming a band called BECK.Beckfollows the group's struggles and successes as they spread their fame across Japan.[Written by MAL Rewrite]",2004.0,26,695,"Comedy, Drama",Finished Airing,Manga,R - 17+ (violence & profanity),"Oct 7, 2004 to Mar 31, 2005",0.049,0.8,0.151,0.9432
277.0,https://myanimelist.net/anime/22507/Initial_D_Final_Stage,Initial D Final Stage,8.29,"In the final match against the Kanagawa street racing team Sidewinder, Project D street racer Takumi Fujiwara is faced with a surprising challenger: Shinji Inui, a 17-year-old high school student. Beginning to drive at a very young age, Shinji is not only familiar with the mountain pass where the race is taking place, but he also drives a Toyota AE86—the same car model Takumi uses.Initially reluctant to participate due to a lack of enthusiasm, Shinji becomes motivated after witnessing the fiery battle between Keisuke Takahashi and Gou Houjou. Undefeated in his home course known as the Tsubaki Line, Shinji might prove to be Takumi's most formidable opponent yet.[Written by MAL Rewrite]",2014.0,4,1588,,Finished Airing,Manga,PG-13 - Teens 13 or older,"May 16, 2014 to Jun 22, 2014",0.1,0.811,0.089,-0.3182
278.0,https://myanimelist.net/anime/10863/Steins_Gate__Oukoubakko_no_Poriomania,Steins;Gate: Oukoubakko no Poriomania,8.29,"A few months after the events ofSteins;Gate, Rintarou Okabe and his group of friends are invited to tag along with their acquaintance Faris NyanNyan, who is participating in a Rai-Net battle event in the United States. There, they meet up with an old colleague: Kurisu Makise, who has been recalling fragmented memories of events that happened in the other world lines in the form of dreams. She confronts Okabe, questioning him as to whether these events—particularly the incidents between the two of them—did indeed happen.[Written by MAL Rewrite]",,1,519,"Comedy, Sci-Fi",Finished Airing,Visual novel,PG-13 - Teens 13 or older,"Feb 22, 2012",0.062,0.847,0.091,0.5719
279.0,https://myanimelist.net/anime/50594/Suzume_no_Tojimari,Suzume no Tojimari,8.29,"On her way to school one day, Suzume Iwato stumbles upon Souta Munakata, a young man searching for abandoned areas. The high school girl directs Souta to a nearby ruin, but out of pure curiosity, she herself decides to head to the same destination.Once there, Suzume discovers an isolated door with a dreamlike universe lying beyond it—a place that she can see and feel, but not enter. A strange stone rests on the ground nearby, but it turns into a cat-like creature and scurries away when Suzume lifts it. Suddenly afraid, she heads back toward her school, not realizing that her act of leaving the door open will have consequences.With the ""keystone"" released, the evil within the other universe can now freely escape and wreak havoc throughout Japan. Intending to correct her dangerous mistake, Suzume joins Souta—whose true goal is to prevent evil from festering—in finding and locking all open doors before the country is destroyed.[Written by MAL Rewrite]",,1,638,"Adventure, Fantasy",Finished Airing,Original,PG-13 - Teens 13 or older,"Nov 11, 2022",0.194,0.739,0.067,-0.982
280.0,https://myanimelist.net/anime/49571/Tunshi_Xingkong_2nd_Season,Tunshi Xingkong 2nd Season,8.29,Second season ofTunshi Xingkong.,,26,8026,"Action, Adventure, Fantasy, Sci-Fi",Finished Airing,Novel,PG-13 - Teens 13 or older,"Dec 29, 2021 to Sep 7, 2022",0.0,1.0,0.0,0.0
281.0,https://myanimelist.net/anime/24415/Kuroko_no_Basket_3rd_Season,Kuroko no Basket 3rd Season,8.29,"Seirin prepares to face major obstacles on their path to winning the Winter Cup, including the teams each possessing a member of the Generation of Miracles. Kuroko goes head-to-head with his old teammates once more as he attempts to show them that individual skill is not the only way to play basketball. His firm belief that his form of basketball, team play, is the right way to play the sport will clash with the talents of a perfect copy and an absolute authority.While Kuroko tries to prove that his basketball is ""right,"" he and the rest of Seirin High ultimately have one goal: to win the Winter Cup and overcome the strength of the Generation of Miracles, who have long dominated the scene of middle and high school basketball.[Written by MAL Rewrite]",2015.0,25,259,,Finished Airing,Manga,PG-13 - Teens 13 or older,"Jan 11, 2015 to Jun 30, 2015",0.018,0.818,0.164,0.967
282.0,https://myanimelist.net/anime/1365/Meitantei_Conan_Movie_06__Baker_Street_no_Bourei,Meitantei Conan Movie 06: Baker Street no Bourei,8.29,"Noah's Ark—the latest in VR technology and a milestone of human innovation—is set for a showcase to Japan's privileged children. They have the honour of beginning a new revolution in gaming; however, their carefree fun is cut short when a company employee is found murdered, with his dying message pointing to a clue hidden within the Ark.Along with the Detective Boys and Ran Mouri, Conan Edogawa enters Noah's Ark to solve this mystery and ensure the perpetrator is caught. But once they're inside the Ark, it takes on a mind of its own, imprisoning them and the children within its worlds. To escape and bring the murderer to justice, Conan and company must navigate a simulated 19th century London and track down the infamous Jack the Ripper—with the lives of 50 innocent children depending on them.[Written by MAL Rewrite]",,1,2458,"Adventure, Mystery",Finished Airing,Manga,PG-13 - Teens 13 or older,"Apr 20, 2002",0.083,0.778,0.139,0.6705
283.0,https://myanimelist.net/anime/52299/Ore_dake_Level_Up_na_Ken,Ore dake Level Up na Ken,8.29,"Humanity was caught at a precipice a decade ago when the first gates—portals linked with other dimensions that harbor monsters immune to conventional weaponry—emerged around the world. Alongside the appearance of the gates, various humans were transformed into hunters and bestowed superhuman abilities. Responsible for entering the gates and clearing the dungeons within, many hunters chose to form guilds to secure their livelihoods.Sung Jin-Woo is an E-rank hunter dubbed as the weakest hunter of all mankind. While exploring a supposedly safe dungeon, he and his party encounter an unusual tunnel leading to a deeper area. Enticed by the prospect of treasure, the group presses forward, only to be confronted with horrors beyond their imagination. Miraculously, Jin-Woo survives the incident and soon finds that he now has access to an interface visible only to him. This mysterious system promises him the power he has long dreamed of—but everything comes at a price.[Written by MAL Rewrite]",2024.0,12,287,"Action, Adventure, Fantasy",Finished Airing,Web manga,R - 17+ (violence & profanity),"Jan 7, 2024 to Mar 31, 2024",0.053,0.819,0.129,0.8658
284.0,https://myanimelist.net/anime/48316/Kage_no_Jitsuryokusha_ni_Naritakute,Kage no Jitsuryokusha ni Naritakute!,8.28,"For as long as he can remember, Minoru Kagenou has been fixated on becoming as strong as possible, which has led him to undertake all kinds of rigorous training. This wish, however, does not stem from a desire to be recognized by others; rather, Minoru does everything he can to blend in with the crowd. So, while pretending to be a completely average student during the day, he arms himself with a crowbar and ruthlessly thrashes local biker gangs at night. Yet when Minoru finds himself in a truck accident, his ambitions seemingly come to a sudden end. In his final moments, he laments his powerlessness—no matter how much he trained, there was nothing he could do to overcome his human limitations.But instead of dying, Minoru reawakens as Cid, the second child of the noble Kagenou family, in another world—one where magic is commonplace. With the power he so desired finally within his grasp, he dons the moniker ""Shadow"" and establishes Shadow Garden: a group whose sole purpose is to combat the enigmatic Cult of Diablos, an organization born from Cid's imagination. However, as Shadow Garden grows in both membership and influence, it becomes increasingly apparent that the Cult of Diablos is not as fictional as Cid had intended.[Written by MAL Rewrite]",2022.0,20,314,"Action, Comedy, Fantasy",Finished Airing,Light novel,R - 17+ (violence & profanity),"Oct 5, 2022 to Feb 15, 2023",0.056,0.879,0.065,0.2873
285.0,https://myanimelist.net/anime/486/Kino_no_Tabi__The_Beautiful_World,Kino no Tabi: The Beautiful World,8.28,"Kino, a 15-year-old traveler, forms a bond with Hermes, a talking motorcycle. Together, they wander the lands and venture through various countries and places, despite having no clear idea of what to expect. After all, life is a journey filled with the unknown.Throughout their journeys, they encounter different kinds of customs, from the morally gray to tragic and fascinating. They also meet many people: some who live to work, some who live to make others happy, and some who live to chase their dreams. Thus, in every country they visit, there is always something to learn from the way people carry out their lives.It is not up to Kino or Hermes to decide whether these asserted values are wrong or right, as they merely assume the roles of observers within this small world. They do not attempt to change or influence the places they visit, despite how absurd these values would appear. That's because in one way or another, they believe things are fine as they are, and that ""the world is not beautiful; therefore, it is.""[Written by MAL Rewrite]",2003.0,13,761,"Adventure, Drama, Fantasy",Finished Airing,Light novel,R - 17+ (violence & profanity),"Apr 8, 2003 to Jul 8, 2003",0.058,0.844,0.097,0.762
286.0,https://myanimelist.net/anime/11917/Major__World_Series,Major: World Series,8.28,"Gorou Shigeno's journey with the Indiana Hornets continues as they seek to win the prestigious World Series. However, after an unexpected accident during the match with his fated rival, his quest in becoming the world's best becomes more challenging. Undaunted, Gorou continues to put the weight of his dreams into every pitch he makes, and forges a path towards his desired future through high-speed pitching.[Written by MAL Rewrite]",,2,3743,,Finished Airing,Manga,PG-13 - Teens 13 or older,"Dec 16, 2011 to Jan 18, 2012",0.039,0.774,0.186,0.8908
